GO-ID	Term	Category	FDR	P-Value	#Test	#Ref	#notAnnotTest	#notAnnotRef	Over/Under	TestSeqs	RefSeqs
GO:0006952	defense response	P	1.615638E-19	3.630647E-23	29	75	261	11550	OVER	Msex2.13909-RA, Msex2.08545-RF, Msex2.08545-RA, Msex2.08543-RB, Msex2.08545-RE, Msex2.13912-RA, Msex2.08788-RA, Msex2.08545-RD, Msex2.08788-RB, Msex2.08545-RC, Msex2.08541-RA, Msex2.08543-RA, Msex2.08545-RB, Msex2.13910-RA, Msex2.10092-RA, Msex2.05595-RB, Msex2.05595-RA, Msex2.09809-RA, Msex2.08540-RB, Msex2.09807-RA, Msex2.08785-RA, Msex2.10479-RA, Msex2.13789-RA, Msex2.08542-RA, Msex2.15530-RB, Msex2.08542-RB, Msex2.08544-RA, Msex2.09885-RB, Msex2.08544-RB	Msex2.03607-RC, Msex2.03607-RB, Msex2.13760-RB, Msex2.03607-RD, Msex2.13760-RA, Msex2.13760-RD, Msex2.13760-RC, Msex2.13760-RF, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.13760-RI, Msex2.03607-RA, Msex2.02695-RA, Msex2.15011-RA, Msex2.08541-RB, Msex2.15011-RB, Msex2.15547-RC, Msex2.15034-RA, Msex2.13834-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.14301-RA, Msex2.06752-RB, Msex2.14131-RA, Msex2.14131-RB, Msex2.06752-RA, Msex2.03960-RA, Msex2.14466-RB, Msex2.14466-RA, Msex2.03960-RB, Msex2.15548-RD, Msex2.13835-RA, Msex2.13835-RB, Msex2.14130-RB, Msex2.14130-RA, Msex2.08785-RB, Msex2.15530-RC, Msex2.09885-RA, Msex2.09885-RC, Msex2.11367-RI, Msex2.05594-RA, Msex2.05594-RB, Msex2.13907-RA, Msex2.03961-RA, Msex2.14467-RB, Msex2.03961-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.08457-RB, Msex2.05598-RA, Msex2.05598-RB, Msex2.02244-RB, Msex2.02244-RA, Msex2.14496-RA, Msex2.13912-RB, Msex2.06263-RC, Msex2.06263-RB, Msex2.06179-RB, Msex2.06263-RA, Msex2.06179-RA, Msex2.15159-RA, Msex2.13908-RA, Msex2.03144-RA, Msex2.14460-RA, Msex2.13759-RA, Msex2.10092-RB, Msex2.14460-RB, Msex2.08540-RA, Msex2.14467-RA, Msex2.13837-RB, Msex2.13837-RA, Msex2.08787-RA, Msex2.10198-RA	
GO:0002376	immune system process	P	2.419253E-18	1.087305E-21	28	78	262	11547	OVER	Msex2.13909-RA, Msex2.08545-RF, Msex2.08545-RA, Msex2.08543-RB, Msex2.08545-RE, Msex2.13912-RA, Msex2.08788-RA, Msex2.08545-RD, Msex2.08788-RB, Msex2.08545-RC, Msex2.08541-RA, Msex2.08543-RA, Msex2.08545-RB, Msex2.13910-RA, Msex2.10092-RA, Msex2.03606-RA, Msex2.09809-RA, Msex2.08540-RB, Msex2.09807-RA, Msex2.08785-RA, Msex2.10479-RA, Msex2.13789-RA, Msex2.08542-RA, Msex2.15530-RB, Msex2.08542-RB, Msex2.08544-RA, Msex2.09885-RB, Msex2.08544-RB	Msex2.03607-RC, Msex2.03607-RB, Msex2.13760-RB, Msex2.03607-RD, Msex2.11804-RA, Msex2.13760-RA, Msex2.13760-RD, Msex2.13760-RC, Msex2.13760-RF, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.10097-RB, Msex2.10097-RA, Msex2.13760-RI, Msex2.03607-RA, Msex2.10093-RA, Msex2.10093-RB, Msex2.02695-RA, Msex2.15011-RA, Msex2.08541-RB, Msex2.15011-RB, Msex2.15547-RC, Msex2.15034-RA, Msex2.13834-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.06752-RB, Msex2.14131-RA, Msex2.14131-RB, Msex2.06752-RA, Msex2.03960-RA, Msex2.10168-RA, Msex2.10168-RB, Msex2.14466-RB, Msex2.14466-RA, Msex2.03960-RB, Msex2.15548-RD, Msex2.14130-RB, Msex2.14130-RA, Msex2.08785-RB, Msex2.15530-RC, Msex2.09885-RA, Msex2.09885-RC, Msex2.11367-RI, Msex2.13907-RA, Msex2.03961-RA, Msex2.14467-RB, Msex2.03961-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.10091-RB, Msex2.10091-RA, Msex2.08457-RB, Msex2.02244-RA, Msex2.12776-RB, Msex2.14496-RA, Msex2.12776-RA, Msex2.13912-RB, Msex2.03606-RB, Msex2.15321-RA, Msex2.06179-RB, Msex2.06179-RA, Msex2.15159-RA, Msex2.10096-RA, Msex2.13908-RA, Msex2.10096-RB, Msex2.14460-RA, Msex2.13759-RA, Msex2.10092-RB, Msex2.14460-RB, Msex2.08540-RA, Msex2.14467-RA, Msex2.03747-RA, Msex2.08787-RA, Msex2.03747-RB, Msex2.10198-RA	
GO:0005576	extracellular region	C	3.013032E-12	2.031258E-15	48	485	242	11140	OVER	Msex2.02637-RE, Msex2.02637-RC, Msex2.02637-RB, Msex2.06711-RE, Msex2.12952-RA, Msex2.13909-RA, Msex2.03907-RA, Msex2.13920-RC, Msex2.03106-RA, Msex2.06711-RC, Msex2.13920-RA, Msex2.08545-RF, Msex2.09695-RA, Msex2.03090-RA, Msex2.06874-RA, Msex2.08545-RA, Msex2.08543-RB, Msex2.08545-RE, Msex2.13912-RA, Msex2.08788-RA, Msex2.08545-RD, Msex2.08788-RB, Msex2.08545-RC, Msex2.08541-RA, Msex2.08543-RA, Msex2.08545-RB, Msex2.13910-RA, Msex2.09655-RA, Msex2.05730-RA, Msex2.05157-RA, Msex2.05595-RB, Msex2.04873-RC, Msex2.05595-RA, Msex2.09809-RA, Msex2.08540-RB, Msex2.09807-RA, Msex2.09694-RA, Msex2.08785-RA, Msex2.10479-RA, Msex2.13919-RA, Msex2.13789-RA, Msex2.08542-RA, Msex2.12851-RA, Msex2.08542-RB, Msex2.08544-RA, Msex2.09885-RB, Msex2.08544-RB, Msex2.07079-RA	Msex2.12421-RB, Msex2.09652-RA, Msex2.12421-RC, Msex2.12421-RD, Msex2.07012-RA, Msex2.15412-RB, Msex2.15412-RA, Msex2.07012-RB, Msex2.09652-RC, Msex2.09652-RB, Msex2.03909-RA, Msex2.15011-RA, Msex2.08945-RA, Msex2.05931-RA, Msex2.15011-RB, Msex2.15034-RA, Msex2.08807-RA, Msex2.08807-RB, Msex2.05977-RA, Msex2.09903-RD, Msex2.09903-RC, Msex2.15493-RA, Msex2.08956-RB, Msex2.08807-RC, Msex2.09903-RB, Msex2.09903-RA, Msex2.08945-RB, Msex2.06717-RF, Msex2.06717-RE, Msex2.06717-RD, Msex2.15527-RB, Msex2.06717-RC, Msex2.06717-RB, Msex2.06717-RA, Msex2.12421-RA, Msex2.08785-RB, Msex2.07769-RA, Msex2.07769-RB, Msex2.08944-RA, Msex2.08944-RB, Msex2.04938-RB, Msex2.08887-RA, Msex2.06385-RA, Msex2.04938-RA, Msex2.08956-RA, Msex2.15159-RA, Msex2.05988-RA, Msex2.03556-RA, Msex2.03556-RB, Msex2.13837-RB, Msex2.13837-RA, Msex2.08806-RA, Msex2.08806-RB, Msex2.08806-RC, Msex2.13760-RB, Msex2.13760-RA, Msex2.13760-RD, Msex2.13760-RC, Msex2.13760-RF, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.04237-RA, Msex2.13760-RI, Msex2.05929-RA, Msex2.08786-RA, Msex2.09066-RA, Msex2.00711-RB, Msex2.03132-RB, Msex2.09066-RB, Msex2.00711-RA, Msex2.03132-RA, Msex2.03132-RC, Msex2.08958-RB, Msex2.12009-RA, Msex2.09193-RC, Msex2.12009-RB, Msex2.09193-RB, Msex2.08958-RA, Msex2.09653-RA, Msex2.14131-RA, Msex2.14131-RB, Msex2.03293-RD, Msex2.03293-RC, Msex2.05726-RB, Msex2.03293-RB, Msex2.14466-RB, Msex2.03908-RA, Msex2.03293-RA, Msex2.14466-RA, Msex2.03908-RB, Msex2.05726-RA, Msex2.05634-RA, Msex2.15058-RB, Msex2.15058-RA, Msex2.15548-RD, Msex2.08808-RB, Msex2.05976-RA, Msex2.04214-RB, Msex2.04214-RA, Msex2.04214-RD, Msex2.08808-RA, Msex2.04214-RC, Msex2.09193-RA, Msex2.04214-RF, Msex2.15494-RA, Msex2.04214-RE, Msex2.04214-RG, Msex2.13114-RA, Msex2.09654-RA, Msex2.08957-RB, Msex2.08957-RA, Msex2.13907-RA, Msex2.05930-RA, Msex2.14467-RB, Msex2.13907-RB, Msex2.05975-RA, Msex2.05975-RB, Msex2.15504-RD, Msex2.13759-RA, Msex2.08301-RC, Msex2.08946-RB, Msex2.08301-RB, Msex2.08946-RA, Msex2.15274-RB, Msex2.03475-RB, Msex2.08301-RA, Msex2.15274-RA, Msex2.03475-RA, Msex2.03475-RD, Msex2.14467-RA, Msex2.03475-RC, Msex2.15169-RA, Msex2.04237-RB, Msex2.15169-RB, Msex2.03475-RE, Msex2.12352-RA, Msex2.12352-RB, Msex2.08787-RA, Msex2.10710-RA, Msex2.08301-RD, Msex2.04602-RA, Msex2.06749-RA, Msex2.07857-RC, Msex2.04602-RC, Msex2.06749-RB, Msex2.08810-RD, Msex2.08810-RC, Msex2.08810-RB, Msex2.08810-RA, Msex2.08541-RB, Msex2.14984-RA, Msex2.14657-RA, Msex2.11941-RB, Msex2.04890-RB, Msex2.04890-RA, Msex2.14903-RB, Msex2.14903-RA, Msex2.02134-RD, Msex2.02134-RE, Msex2.13835-RA, Msex2.02134-RA, Msex2.02134-RB, Msex2.02134-RC, Msex2.13835-RB, Msex2.00710-RB, Msex2.00710-RA, Msex2.11877-RB, Msex2.11367-RI, Msex2.11877-RA, Msex2.13916-RC, Msex2.08947-RB, Msex2.13916-RB, Msex2.08947-RA, Msex2.13916-RA, Msex2.02135-RA, Msex2.02135-RB, Msex2.09867-RB, Msex2.06750-RA, Msex2.09655-RB, Msex2.06750-RB, Msex2.09613-RB, Msex2.09613-RA, Msex2.09344-RA, Msex2.08540-RA, Msex2.04088-RA, Msex2.04088-RB, Msex2.09644-RA, Msex2.09644-RB, Msex2.07857-RA, Msex2.07857-RB, Msex2.09344-RB, Msex2.03905-RB, Msex2.02637-RD, Msex2.03905-RA, Msex2.09656-RB, Msex2.02637-RG, Msex2.04134-RA, Msex2.02637-RF, Msex2.04134-RB, Msex2.02637-RA, Msex2.15425-RA, Msex2.09656-RA, Msex2.08949-RA, Msex2.08949-RB, Msex2.15528-RC, Msex2.02405-RB, Msex2.15342-RA, Msex2.15342-RB, Msex2.07856-RA, Msex2.11343-RB, Msex2.15319-RA, Msex2.03473-RA, Msex2.03473-RB, Msex2.14226-RB, Msex2.04252-RA, Msex2.03473-RC, Msex2.05938-RB, Msex2.14226-RA, Msex2.04252-RB, Msex2.03473-RD, Msex2.05938-RA, Msex2.04252-RC, Msex2.03473-RE, Msex2.04252-RD, Msex2.13800-RA, Msex2.04252-RE, Msex2.12425-RB, Msex2.13800-RB, Msex2.12425-RA, Msex2.06692-RA, Msex2.06692-RB, Msex2.06692-RC, Msex2.14249-RD, Msex2.02522-RA, Msex2.02522-RB, Msex2.03124-RA, Msex2.03124-RB, Msex2.05598-RA, Msex2.09645-RB, Msex2.05598-RB, Msex2.09645-RA, Msex2.05157-RB, Msex2.06179-RB, Msex2.03906-RA, Msex2.06179-RA, Msex2.14926-RA, Msex2.00709-RA, Msex2.08960-RA, Msex2.02671-RA, Msex2.02671-RB, Msex2.14249-RB, Msex2.14249-RC, Msex2.04801-RA, Msex2.04801-RB, Msex2.09436-RB, Msex2.09436-RA, Msex2.12851-RE, Msex2.12851-RF, Msex2.12851-RC, Msex2.12851-RD, Msex2.12851-RI, Msex2.12851-RJ, Msex2.12851-RG, Msex2.12851-RH, Msex2.12851-RM, Msex2.12851-RN, Msex2.12851-RK, Msex2.12851-RL, Msex2.12851-RQ, Msex2.12851-RO, Msex2.12851-RP, Msex2.08939-RA, Msex2.08939-RB, Msex2.06219-RA, Msex2.05730-RB, Msex2.02659-RA, Msex2.09657-RA, Msex2.10726-RA, Msex2.09646-RA, Msex2.12851-RB, Msex2.08951-RB, Msex2.08951-RA, Msex2.05594-RA, Msex2.05594-RB, Msex2.06711-RA, Msex2.06711-RB, Msex2.02041-RA, Msex2.06711-RD, Msex2.01690-RC, Msex2.05420-RB, Msex2.05420-RA, Msex2.08457-RB, Msex2.03859-RA, Msex2.03859-RB, Msex2.15327-RA, Msex2.13673-RA, Msex2.08950-RB, Msex2.08950-RA, Msex2.08494-RC, Msex2.08494-RD, Msex2.08494-RE, Msex2.08494-RA, Msex2.08494-RB, Msex2.14185-RA, Msex2.14460-RA, Msex2.14185-RB, Msex2.14460-RB, Msex2.08468-RB, Msex2.00834-RB, Msex2.08468-RC, Msex2.00834-RA, Msex2.00834-RC, Msex2.08468-RA, Msex2.11871-RA, Msex2.09610-RA, Msex2.02600-RA, Msex2.02600-RB, Msex2.09610-RB, Msex2.08480-RA, Msex2.08480-RB, Msex2.06848-RB, Msex2.08480-RC, Msex2.06848-RC, Msex2.15015-RB, Msex2.06848-RA, Msex2.15015-RA, Msex2.09647-RA, Msex2.05881-RA, Msex2.08952-RA, Msex2.15531-RB, Msex2.05881-RB, Msex2.15531-RC, Msex2.08952-RB, Msex2.08941-RB, Msex2.08941-RA, Msex2.06084-RB, Msex2.11871-RD, Msex2.06084-RA, Msex2.11871-RC, Msex2.11871-RB, Msex2.02039-RA, Msex2.09885-RA, Msex2.09885-RC, Msex2.02612-RC, Msex2.02612-RB, Msex2.01850-RA, Msex2.08032-RB, Msex2.08940-RA, Msex2.08032-RA, Msex2.08940-RB, Msex2.12952-RB, Msex2.02244-RB, Msex2.11870-RC, Msex2.02244-RA, Msex2.11870-RB, Msex2.11870-RA, Msex2.00063-RA, Msex2.00063-RB, Msex2.13912-RB, Msex2.00774-RA, Msex2.02040-RB, Msex2.02040-RA, Msex2.03535-RB, Msex2.03535-RA, Msex2.05882-RA, Msex2.01850-RB, Msex2.05882-RB, Msex2.06726-RA, Msex2.03896-RB, Msex2.02421-RC, Msex2.02421-RB, Msex2.02421-RA, Msex2.13160-RB, Msex2.13160-RA, Msex2.03758-RB, Msex2.08942-RB, Msex2.03758-RA, Msex2.08942-RA, Msex2.06056-RB, Msex2.13400-RA, Msex2.06056-RA, Msex2.15547-RC, Msex2.13910-RB, Msex2.14978-RA, Msex2.14978-RB, Msex2.02948-RA, Msex2.03163-RB, Msex2.09649-RA, Msex2.08186-RA, Msex2.14090-RB, Msex2.14090-RA, Msex2.14130-RB, Msex2.14130-RA, Msex2.03896-RA, Msex2.09650-RA, Msex2.03236-RA, Msex2.11184-RB, Msex2.11184-RA, Msex2.11184-RC, Msex2.02678-RE, Msex2.14496-RA, Msex2.02678-RF, Msex2.02038-RA, Msex2.08358-RA, Msex2.08358-RC, Msex2.08358-RB, Msex2.11872-RA, Msex2.08358-RE, Msex2.08358-RD, Msex2.09638-RC, Msex2.02678-RC, Msex2.09638-RB, Msex2.02678-RD, Msex2.12172-RA, Msex2.02678-RA, Msex2.13908-RA, Msex2.04202-RA, Msex2.02678-RB, Msex2.03236-RB, Msex2.03236-RC, Msex2.03236-RD, Msex2.08953-RB, Msex2.08953-RA, Msex2.12486-RA, Msex2.10198-RA, Msex2.04163-RB, Msex2.04163-RA, Msex2.06874-RE, Msex2.12024-RA, Msex2.06874-RD, Msex2.01676-RA, Msex2.06874-RC, Msex2.06874-RB, Msex2.01490-RD, Msex2.01490-RC, Msex2.01490-RB, Msex2.01490-RA, Msex2.04630-RA, Msex2.07909-RA, Msex2.04630-RB, Msex2.07909-RB, Msex2.04873-RB, Msex2.04873-RA, Msex2.14314-RA, Msex2.03152-RA, Msex2.09639-RA, Msex2.15173-RB, Msex2.15173-RA, Msex2.15534-RD, Msex2.15534-RC, Msex2.15534-RB, Msex2.08955-RA, Msex2.03152-RC, Msex2.08955-RB, Msex2.07079-RB, Msex2.09337-RA, Msex2.04874-RA, Msex2.15523-RB, Msex2.15523-RC, Msex2.09337-RB, Msex2.03153-RB, Msex2.14662-RB, Msex2.11410-RB, Msex2.14315-RB, Msex2.14662-RA, Msex2.11410-RA, Msex2.14315-RA, Msex2.03153-RA, Msex2.08805-RB, Msex2.08954-RA, Msex2.08805-RA, Msex2.08954-RB, Msex2.11058-RA, Msex2.11058-RB, Msex2.13921-RA, Msex2.09651-RA, Msex2.13921-RB, Msex2.07289-RA, Msex2.07289-RB, Msex2.13674-RA, Msex2.03747-RA, Msex2.03747-RB, Msex2.15232-RB, Msex2.15232-RA	
GO:0009617	response to bacterium	P	9.954886E-10	1.118526E-12	14	30	276	11595	OVER	Msex2.05595-RB, Msex2.05595-RA, Msex2.13909-RA, Msex2.08545-RF, Msex2.08785-RA, Msex2.10479-RA, Msex2.13789-RA, Msex2.08545-RE, Msex2.08542-RA, Msex2.13912-RA, Msex2.08788-RA, Msex2.08542-RB, Msex2.08788-RB, Msex2.13910-RA	Msex2.05594-RA, Msex2.05594-RB, Msex2.13907-RA, Msex2.14467-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.15011-RA, Msex2.08457-RB, Msex2.05598-RA, Msex2.05598-RB, Msex2.15011-RB, Msex2.15547-RC, Msex2.14496-RA, Msex2.15034-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.13912-RB, Msex2.06179-RB, Msex2.06179-RA, Msex2.14466-RB, Msex2.13908-RA, Msex2.03144-RA, Msex2.14466-RA, Msex2.14460-RA, Msex2.14460-RB, Msex2.14467-RA, Msex2.15548-RD, Msex2.08785-RB, Msex2.08787-RA	
GO:0042742	defense response to bacterium	P	9.954886E-10	1.118526E-12	14	30	276	11595	OVER	Msex2.05595-RB, Msex2.05595-RA, Msex2.13909-RA, Msex2.08545-RF, Msex2.08785-RA, Msex2.10479-RA, Msex2.13789-RA, Msex2.08545-RE, Msex2.08542-RA, Msex2.13912-RA, Msex2.08788-RA, Msex2.08542-RB, Msex2.08788-RB, Msex2.13910-RA	Msex2.05594-RA, Msex2.05594-RB, Msex2.13907-RA, Msex2.14467-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.15011-RA, Msex2.08457-RB, Msex2.05598-RA, Msex2.05598-RB, Msex2.15011-RB, Msex2.15547-RC, Msex2.14496-RA, Msex2.15034-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.13912-RB, Msex2.06179-RB, Msex2.06179-RA, Msex2.14466-RB, Msex2.13908-RA, Msex2.03144-RA, Msex2.14466-RA, Msex2.14460-RA, Msex2.14460-RB, Msex2.14467-RA, Msex2.15548-RD, Msex2.08785-RB, Msex2.08787-RA	
GO:0045087	innate immune response	P	1.129707E-9	1.523201E-12	17	57	273	11568	OVER	Msex2.10092-RA, Msex2.13909-RA, Msex2.09809-RA, Msex2.08545-RF, Msex2.09807-RA, Msex2.08785-RA, Msex2.10479-RA, Msex2.13789-RA, Msex2.08545-RE, Msex2.08542-RA, Msex2.13912-RA, Msex2.08788-RA, Msex2.15530-RB, Msex2.08542-RB, Msex2.08788-RB, Msex2.09885-RB, Msex2.13910-RA	Msex2.03607-RC, Msex2.03607-RB, Msex2.13760-RB, Msex2.03607-RD, Msex2.13760-RA, Msex2.13760-RD, Msex2.13760-RC, Msex2.13760-RF, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.13760-RI, Msex2.03607-RA, Msex2.02695-RA, Msex2.15011-RA, Msex2.15011-RB, Msex2.15547-RC, Msex2.15034-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.06752-RB, Msex2.14131-RA, Msex2.14131-RB, Msex2.06752-RA, Msex2.03960-RA, Msex2.14466-RB, Msex2.14466-RA, Msex2.03960-RB, Msex2.15548-RD, Msex2.14130-RB, Msex2.14130-RA, Msex2.08785-RB, Msex2.15530-RC, Msex2.09885-RA, Msex2.09885-RC, Msex2.11367-RI, Msex2.13907-RA, Msex2.03961-RA, Msex2.14467-RB, Msex2.03961-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.08457-RB, Msex2.02244-RA, Msex2.14496-RA, Msex2.13912-RB, Msex2.06179-RB, Msex2.06179-RA, Msex2.15159-RA, Msex2.13908-RA, Msex2.14460-RA, Msex2.13759-RA, Msex2.10092-RB, Msex2.14460-RB, Msex2.14467-RA, Msex2.08787-RA	
GO:0006950	response to stress	P	1.235007E-9	1.942708E-12	29	219	261	11406	OVER	Msex2.13909-RA, Msex2.08545-RF, Msex2.08545-RA, Msex2.08543-RB, Msex2.08545-RE, Msex2.13912-RA, Msex2.08788-RA, Msex2.08545-RD, Msex2.08788-RB, Msex2.08545-RC, Msex2.08541-RA, Msex2.08543-RA, Msex2.08545-RB, Msex2.13910-RA, Msex2.10092-RA, Msex2.05595-RB, Msex2.05595-RA, Msex2.09809-RA, Msex2.08540-RB, Msex2.09807-RA, Msex2.08785-RA, Msex2.10479-RA, Msex2.13789-RA, Msex2.08542-RA, Msex2.15530-RB, Msex2.08542-RB, Msex2.08544-RA, Msex2.09885-RB, Msex2.08544-RB	Msex2.13408-RA, Msex2.11285-RA, Msex2.08550-RA, Msex2.15011-RA, Msex2.15011-RB, Msex2.15034-RA, Msex2.00386-RA, Msex2.02298-RA, Msex2.06752-RB, Msex2.06752-RA, Msex2.12622-RA, Msex2.08349-RA, Msex2.08785-RB, Msex2.01854-RA, Msex2.06317-RA, Msex2.01854-RB, Msex2.00685-RA, Msex2.05594-RA, Msex2.05594-RB, Msex2.03961-RA, Msex2.03961-RB, Msex2.13557-RA, Msex2.05277-RA, Msex2.08457-RB, Msex2.13557-RB, Msex2.02395-RA, Msex2.03182-RA, Msex2.13432-RA, Msex2.15159-RA, Msex2.13276-RB, Msex2.13276-RA, Msex2.05096-RD, Msex2.09330-RA, Msex2.05096-RA, Msex2.14460-RA, Msex2.14460-RB, Msex2.09916-RB, Msex2.13837-RB, Msex2.09916-RA, Msex2.13110-RB, Msex2.13837-RA, Msex2.00959-RC, Msex2.02350-RA, Msex2.13110-RA, Msex2.03607-RC, Msex2.11936-RB, Msex2.03607-RB, Msex2.11936-RC, Msex2.13760-RB, Msex2.03607-RD, Msex2.11936-RA, Msex2.13760-RA, Msex2.13760-RD, Msex2.13760-RC, Msex2.07693-RC, Msex2.13760-RF, Msex2.07693-RB, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.11936-RH, Msex2.13760-RI, Msex2.11936-RG, Msex2.03607-RA, Msex2.11936-RD, Msex2.11936-RE, Msex2.02695-RA, Msex2.03430-RB, Msex2.03430-RA, Msex2.08786-RA, Msex2.10126-RA, Msex2.14131-RA, Msex2.14131-RB, Msex2.11039-RA, Msex2.03960-RA, Msex2.11370-RA, Msex2.14466-RB, Msex2.14466-RA, Msex2.03960-RB, Msex2.10986-RB, Msex2.15379-RA, Msex2.10986-RA, Msex2.15548-RD, Msex2.09885-RA, Msex2.09885-RC, Msex2.11424-RD, Msex2.11424-RC, Msex2.11424-RB, Msex2.11424-RA, Msex2.13907-RA, Msex2.14467-RB, Msex2.13907-RB, Msex2.00200-RB, Msex2.00200-RC, Msex2.00200-RD, Msex2.00200-RE, Msex2.00200-RF, Msex2.02244-RB, Msex2.00200-RG, Msex2.02244-RA, Msex2.00200-RH, Msex2.13912-RB, Msex2.04628-RA, Msex2.06616-RA, Msex2.04628-RB, Msex2.13516-RC, Msex2.13516-RB, Msex2.10684-RA, Msex2.13516-RA, Msex2.03144-RA, Msex2.03778-RA, Msex2.13516-RE, Msex2.13759-RA, Msex2.00200-RA, Msex2.13516-RD, Msex2.07952-RD, Msex2.13615-RA, Msex2.07952-RC, Msex2.03750-RA, Msex2.07952-RE, Msex2.14467-RA, Msex2.07952-RB, Msex2.07952-RA, Msex2.10695-RA, Msex2.08787-RA, Msex2.02983-RB, Msex2.09608-RA, Msex2.02255-RA, Msex2.08426-RA, Msex2.12081-RA, Msex2.08541-RB, Msex2.09018-RA, Msex2.09018-RB, Msex2.15547-RC, Msex2.13910-RB, Msex2.14301-RA, Msex2.13835-RA, Msex2.11734-RA, Msex2.05423-RA, Msex2.13835-RB, Msex2.09900-RB, Msex2.14130-RB, Msex2.09900-RC, Msex2.14130-RA, Msex2.09900-RA, Msex2.15530-RC, Msex2.06812-RB, Msex2.02983-RA, Msex2.06812-RA, Msex2.11367-RI, Msex2.08168-RA, Msex2.14239-RC, Msex2.13945-RA, Msex2.13791-RC, Msex2.13791-RA, Msex2.14496-RA, Msex2.02741-RB, Msex2.11087-RA, Msex2.06263-RC, Msex2.06263-RB, Msex2.02741-RA, Msex2.06263-RA, Msex2.10128-RA, Msex2.01501-RB, Msex2.13908-RA, Msex2.01501-RC, Msex2.08540-RA, Msex2.08995-RA, Msex2.09174-RA, Msex2.02650-RA, Msex2.02616-RA, Msex2.14587-RA, Msex2.11682-RA, Msex2.10198-RA, Msex2.13215-RA, Msex2.05746-RB, Msex2.04701-RA, Msex2.02405-RB, Msex2.02099-RA, Msex2.12239-RA, Msex2.13834-RA, Msex2.06421-RA, Msex2.06421-RB, Msex2.03264-RA, Msex2.05608-RA, Msex2.09680-RA, Msex2.09680-RB, Msex2.09680-RC, Msex2.09321-RA, Msex2.08651-RB, Msex2.08651-RA, Msex2.02385-RB, Msex2.14161-RA, Msex2.06092-RA, Msex2.02385-RA, Msex2.07383-RA, Msex2.04107-RA, Msex2.15523-RB, Msex2.15523-RC, Msex2.00573-RC, Msex2.00573-RD, Msex2.05598-RA, Msex2.00573-RA, Msex2.05598-RB, Msex2.00573-RB, Msex2.04081-RA, Msex2.04081-RB, Msex2.11681-RA, Msex2.11681-RB, Msex2.05075-RA, Msex2.06179-RB, Msex2.06179-RA, Msex2.07607-RD, Msex2.06007-RB, Msex2.07607-RC, Msex2.10092-RB, Msex2.06007-RA, Msex2.07377-RA, Msex2.03263-RA	
