GO-ID	Term	Category	FDR	P-Value	#Test	#Ref	#notAnnotTest	#notAnnotRef	Over/Under	TestSeqs	RefSeqs
GO:0006952	defense response	P	9.404759E-7	2.958608E-10	24	80	583	11228	OVER	Msex2.03607-RC, Msex2.03607-RB, Msex2.13760-RA, Msex2.05595-RB, Msex2.05595-RA, Msex2.03607-RA, Msex2.10092-RB, Msex2.08457-RB, Msex2.08545-RF, Msex2.08545-RA, Msex2.13789-RA, Msex2.08543-RB, Msex2.08545-RE, Msex2.13912-RA, Msex2.08542-RA, Msex2.08545-RD, Msex2.15530-RB, Msex2.08542-RB, Msex2.08545-RC, Msex2.08541-RA, Msex2.08544-RA, Msex2.08543-RA, Msex2.08545-RB, Msex2.08544-RB	Msex2.13760-RB, Msex2.03607-RD, Msex2.13760-RD, Msex2.13760-RC, Msex2.13760-RF, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.13909-RA, Msex2.13760-RI, Msex2.02695-RA, Msex2.15011-RA, Msex2.08541-RB, Msex2.15011-RB, Msex2.15547-RC, Msex2.15034-RA, Msex2.13834-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.13910-RA, Msex2.14301-RA, Msex2.06752-RB, Msex2.14131-RA, Msex2.14131-RB, Msex2.06752-RA, Msex2.03960-RA, Msex2.14466-RB, Msex2.14466-RA, Msex2.03960-RB, Msex2.09809-RA, Msex2.15548-RD, Msex2.13835-RA, Msex2.13835-RB, Msex2.08785-RA, Msex2.14130-RB, Msex2.10479-RA, Msex2.14130-RA, Msex2.08785-RB, Msex2.15530-RC, Msex2.09885-RA, Msex2.09885-RB, Msex2.09885-RC, Msex2.11367-RI, Msex2.05594-RA, Msex2.05594-RB, Msex2.13907-RA, Msex2.03961-RA, Msex2.14467-RB, Msex2.03961-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.05598-RA, Msex2.05598-RB, Msex2.02244-RB, Msex2.02244-RA, Msex2.14496-RA, Msex2.08788-RA, Msex2.08788-RB, Msex2.13912-RB, Msex2.10092-RA, Msex2.06263-RC, Msex2.06263-RB, Msex2.06179-RB, Msex2.06263-RA, Msex2.06179-RA, Msex2.15159-RA, Msex2.13908-RA, Msex2.03144-RA, Msex2.14460-RA, Msex2.13759-RA, Msex2.14460-RB, Msex2.08540-RB, Msex2.08540-RA, Msex2.09807-RA, Msex2.14467-RA, Msex2.13837-RB, Msex2.13837-RA, Msex2.08787-RA, Msex2.10198-RA	
GO:0002376	immune system process	P	9.404759E-7	4.502468E-10	24	82	583	11226	OVER	Msex2.03606-RB, Msex2.03607-RC, Msex2.03606-RA, Msex2.03607-RB, Msex2.13760-RA, Msex2.03607-RA, Msex2.10092-RB, Msex2.08457-RB, Msex2.08545-RF, Msex2.08545-RA, Msex2.13789-RA, Msex2.08543-RB, Msex2.08545-RE, Msex2.13912-RA, Msex2.08542-RA, Msex2.08545-RD, Msex2.15530-RB, Msex2.08542-RB, Msex2.08545-RC, Msex2.08541-RA, Msex2.08544-RA, Msex2.08543-RA, Msex2.08545-RB, Msex2.08544-RB	Msex2.13760-RB, Msex2.03607-RD, Msex2.11804-RA, Msex2.13760-RD, Msex2.13760-RC, Msex2.13760-RF, Msex2.13760-RE, Msex2.13760-RH, Msex2.13760-RG, Msex2.10097-RB, Msex2.10097-RA, Msex2.13909-RA, Msex2.13760-RI, Msex2.10093-RA, Msex2.10093-RB, Msex2.02695-RA, Msex2.15011-RA, Msex2.08541-RB, Msex2.15011-RB, Msex2.15547-RC, Msex2.15034-RA, Msex2.13834-RA, Msex2.13910-RB, Msex2.08786-RA, Msex2.13910-RA, Msex2.06752-RB, Msex2.14131-RA, Msex2.14131-RB, Msex2.06752-RA, Msex2.03960-RA, Msex2.10168-RA, Msex2.10168-RB, Msex2.14466-RB, Msex2.14466-RA, Msex2.03960-RB, Msex2.09809-RA, Msex2.15548-RD, Msex2.08785-RA, Msex2.14130-RB, Msex2.10479-RA, Msex2.14130-RA, Msex2.08785-RB, Msex2.15530-RC, Msex2.09885-RA, Msex2.09885-RB, Msex2.09885-RC, Msex2.11367-RI, Msex2.13907-RA, Msex2.03961-RA, Msex2.14467-RB, Msex2.03961-RB, Msex2.15523-RB, Msex2.13907-RB, Msex2.15523-RC, Msex2.10091-RB, Msex2.10091-RA, Msex2.02244-RA, Msex2.12776-RB, Msex2.14496-RA, Msex2.12776-RA, Msex2.08788-RA, Msex2.08788-RB, Msex2.13912-RB, Msex2.10092-RA, Msex2.15321-RA, Msex2.06179-RB, Msex2.06179-RA, Msex2.15159-RA, Msex2.10096-RA, Msex2.13908-RA, Msex2.10096-RB, Msex2.14460-RA, Msex2.13759-RA, Msex2.14460-RB, Msex2.08540-RB, Msex2.08540-RA, Msex2.09807-RA, Msex2.14467-RA, Msex2.03747-RA, Msex2.08787-RA, Msex2.03747-RB, Msex2.10198-RA	
